image_name,label
pink_diseas_1.jpg,pink_disease
pink_diseas_10.jpg,pink_disease
pink_diseas_100.jpg,pink_disease
pink_diseas_11.jpg,pink_disease
pink_diseas_12.jpg,pink_disease
pink_diseas_13.jpg,pink_disease
pink_diseas_14.jpg,pink_disease
pink_diseas_15.jpg,pink_disease
pink_diseas_16.jpg,pink_disease
pink_diseas_17.jpg,pink_disease
pink_diseas_18.jpg,pink_disease
pink_diseas_19.jpg,pink_disease
pink_diseas_2.jpg,pink_disease
pink_diseas_20.jpg,pink_disease
pink_diseas_21.jpg,pink_disease
pink_diseas_22.jpg,pink_disease
pink_diseas_23.jpg,pink_disease
pink_diseas_24.jpg,pink_disease
pink_diseas_25.jpg,pink_disease
pink_diseas_26.jpg,pink_disease
pink_diseas_27.jpg,pink_disease
pink_diseas_28.jpg,pink_disease
pink_diseas_29.jpg,pink_disease
pink_diseas_3.jpg,pink_disease
pink_diseas_30.jpg,pink_disease
pink_diseas_31.jpg,pink_disease
pink_diseas_32.jpg,pink_disease
pink_diseas_33.jpg,pink_disease
pink_diseas_34.jpg,pink_disease
pink_diseas_35.jpg,pink_disease
pink_diseas_36.jpg,pink_disease
pink_diseas_37.jpg,pink_disease
pink_diseas_38.jpg,pink_disease
pink_diseas_39.jpg,pink_disease
pink_diseas_4.jpg,pink_disease
pink_diseas_40.jpg,pink_disease
pink_diseas_41.jpg,pink_disease
pink_diseas_42.jpg,pink_disease
pink_diseas_43.jpg,pink_disease
pink_diseas_44.jpg,pink_disease
pink_diseas_45.jpg,pink_disease
pink_diseas_46.jpg,pink_disease
pink_diseas_47.jpg,pink_disease
pink_diseas_48.jpg,pink_disease
pink_diseas_49.jpg,pink_disease
pink_diseas_5.jpg,pink_disease
pink_diseas_50.jpg,pink_disease
pink_diseas_51.jpg,pink_disease
pink_diseas_52.jpg,pink_disease
pink_diseas_53.jpg,pink_disease
pink_diseas_54.jpg,pink_disease
pink_diseas_55.jpg,pink_disease
pink_diseas_56.jpg,pink_disease
pink_diseas_57.jpg,pink_disease
pink_diseas_58.jpg,pink_disease
pink_diseas_59.jpg,pink_disease
pink_diseas_6.jpg,pink_disease
pink_diseas_60.jpg,pink_disease
pink_diseas_61.jpg,pink_disease
pink_diseas_62.jpg,pink_disease
pink_diseas_63.jpg,pink_disease
pink_diseas_64.jpg,pink_disease
pink_diseas_65.jpg,pink_disease
pink_diseas_66.jpg,pink_disease
pink_diseas_67.jpg,pink_disease
pink_diseas_68.jpg,pink_disease
pink_diseas_69.jpg,pink_disease
pink_diseas_7.jpg,pink_disease
pink_diseas_70.jpg,pink_disease
pink_diseas_71.jpg,pink_disease
pink_diseas_72.jpg,pink_disease
pink_diseas_73.jpg,pink_disease
pink_diseas_74.jpg,pink_disease
pink_diseas_75.jpg,pink_disease
pink_diseas_76.jpg,pink_disease
pink_diseas_77.jpg,pink_disease
pink_diseas_78.jpg,pink_disease
pink_diseas_79.jpg,pink_disease
pink_diseas_8.jpg,pink_disease
pink_diseas_80.jpg,pink_disease
